tricode_home,tricode_away,geometry_home,geometry_away,geo_distance_haversine,geo_distance_ellipsoidal
CAR,WSH,"{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}","{""type"":""Point"",""coordinates"":[-77.0209613,38.8980959]}",375511.9940583695,375056.7831395783
CBJ,ANA,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-117.8765602,33.8077881]}",3154777.040806152,3161482.370544655
CBJ,BOS,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-71.062630,42.366291]}",1033673.31769584,1036073.4106758613
CBJ,BUF,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-78.8767782,42.8752636]}",472077.84080049285,472464.2197642812
CBJ,CAR,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-78.721825,35.8033116]}",596444.8599901038,596362.0938218277
CBJ,CGY,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-114.05141,51.03805]}",2687050.180139115,2692766.087933295
CBJ,CHI,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-87.674370,41.880692]}",445998.38915373164,446752.0193114533
CBJ,COL,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-105.0077857,39.74864]}",1873350.3391479955,1878031.3068506909
CBJ,DAL,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-96.8102,32.7903]}",1468509.1873641196,1469999.626383707
CBJ,DET,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-83.055534,42.341045]}",263766.3564381443,263439.2621596134
CBJ,EDM,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-113.498871,53.546932]}",2737888.8648926606,2743170.9448239766
CBJ,FLA,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-80.325448,26.158384]}",1555659.112760014,1551829.0580354792
CBJ,LAK,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-118.2671898,34.0430921]}",3178021.9402852952,3184856.540563332
CBJ,MIN,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-93.1010033,44.9448248]}",994797.5321413875,996307.1994720914
CBJ,MTL,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-73.569916,45.496082]}",984591.0064018815,985823.756192242
CBJ,NJD,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-74.171085,40.733559]}",753168.2432503025,755034.7996508526
CBJ,NSH,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-86.779060,36.159229]}",537077.4689409127,536972.2115980785
CBJ,NYI,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-73.7258661,40.7117152]}",790486.9741153851,792451.1350975595
CBJ,NYR,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-73.9935459,40.7505474]}",768214.1898644025,770118.252209547
CBJ,OTT,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-75.9269821,45.2968824]}",827816.6756006144,828475.3575798628
CBJ,PHI,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-75.172001,39.901177]}",667776.2616980571,669447.9614821419
CBJ,PIT,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-79.988795,40.439642]}",261518.35806875664,262136.24827715868
CBJ,SEA,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-122.3537822,47.6221615]}",3232841.349553387,3240863.1568917353
CBJ,SJS,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-121.9012924,37.3327377]}",3363584.5283901184,3371649.2074876507
CBJ,STL,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-90.2026731,38.6268312]}",636792.600854294,638222.8717669145
CBJ,TOR,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-79.37896,43.64344]}",507130.9146334456,507225.53883646335
CBJ,TBL,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-82.4518213,27.9427281]}",1338254.3415430281,1334992.4925980065
CBJ,UTA,"{""type"":""Point"",""coordinates"":[-83.0061557,39.9692284]}","{""type"":""Point"",""coordinates"":[-111.9008887,40.7682775]}",2438444.1716748904,2444597.624381586
